position,lookup_string,team_abbr
WR,"WR, HOU: N.Collins (AFC South, ID: 00-0036554)",HOU
WR,"WR, HOU: P.Dorsett (AFC South, ID: 00-0032208)",HOU
WR,"WR, KC: A.Parker (AFC West, ID: 00-0036034)",KC
WR,"WR, KC: B.Edwards (AFC West, ID: 00-0036365)",KC
WR,"WR, KC: C.Coleman (AFC West, ID: 00-0032966)",KC
WR,"WR, KC: C.Powell (AFC West, ID: 00-0036647)",KC
WR,"WR, KC: G.Jennings (AFC West, ID: 00-0035589)",KC
WR,"WR, KC: I.Smith-Marsette (AFC West, ID: 00-0036635)",KC
WR,"WR, KC: J.Ross (AFC West, ID: 00-0033460)",KC
WR,"WR, KC: J.Ross (AFC West, ID: 00-0037216)",KC
WR,"WR, KC: J.Smith-Schuster (AFC West, ID: 00-0033857)",KC
WR,"WR, KC: J.Watson (AFC West, ID: 00-0034386)",KC
WR,"WR, KC: K.Toney (AFC West, ID: 00-0036913)",KC
WR,"WR, KC: M.Hardman (AFC West, ID: 00-0035140)",KC
WR,"WR, KC: M.Kemp (AFC West, ID: 00-0033481)",KC
WR,"WR, KC: M.Sexton (AFC West, ID: 00-0036471)",KC
WR,"WR, KC: M.Valdes-Scantling (AFC West, ID: 00-0034272)",KC
WR,"WR, KC: O.Bayless (AFC West, ID: 00-0035947)",KC
WR,"WR, KC: S.Moore (AFC West, ID: 00-0038090)",KC
WR,"WR, KC: T.Fryfogle (AFC West, ID: 00-0037566)",KC
WR,"WR, LA: A.Robinson (NFC West, ID: 00-0031428)",LA
WR,"WR, LA: A.Trammell (NFC West, ID: 00-0036841)",LA
WR,"WR, LA: B.Powell (NFC West, ID: 00-0034646)",LA
WR,"WR, LA: B.Skowronek (NFC West, ID: 00-0036862)",LA
WR,"WR, LA: C.Atwell (NFC West, ID: 00-0036849)",LA
WR,"WR, LA: C.Kupp (NFC West, ID: 00-0033908)",LA
WR,"WR, LA: J.Harris (NFC West, ID: 00-0036918)",LA
WR,"WR, LA: J.Koski (NFC West, ID: 00-0035935)",LA
WR,"WR, LA: J.Roberson (NFC West, ID: 00-0037574)",LA
WR,"WR, LA: J.Sterns (NFC West, ID: 00-0037486)",LA
WR,"WR, LA: L.Akers (NFC West, ID: 00-0036598)",LA
WR,"WR, LA: L.Lenoir (NFC West, ID: 00-0033992)",LA
WR,"WR, LA: L.McCutcheon (NFC West, ID: 00-0037055)",LA
WR,"WR, LA: V.Jefferson (NFC West, ID: 00-0036415)",LA
WR,"WR, LA: W.Jackson (NFC West, ID: 00-0036721)",LA
WR,"WR, MIA: B.Sanders (AFC East, ID: 00-0037355)",MIA
WR,"WR, MIA: C.Core (AFC East, ID: 00-0032795)",MIA
WR,"WR, MIA: C.Jackson (AFC East, ID: 00-0037221)",MIA
WR,"WR, MIA: C.Wilson (AFC East, ID: 00-0034418)",MIA
WR,"WR, MIA: D.Dedmon (AFC East, ID: 00-0037029)",MIA
WR,"WR, MIA: D.Hamilton (AFC East, ID: 00-0034370)",MIA
WR,"WR, MIA: E.Ezukanma (AFC East, ID: 00-0038092)",MIA
WR,"WR, MIA: J.Waddle (AFC East, ID: 00-0036613)",MIA
WR,"WR, MIA: M.Sanu (AFC East, ID: 00-0029632)",MIA
WR,"WR, MIA: T.Conner (AFC East, ID: 00-0037348)",MIA
WR,"WR, MIA: T.Cracraft (AFC East, ID: 00-0034054)",MIA
WR,"WR, MIA: T.Hill (AFC East, ID: 00-0033040)",MIA
WR,"WR, MIA: T.Sherfield (AFC East, ID: 00-0034487)",MIA
WR,"WR, PHI: A.Brown (NFC East, ID: 00-0035676)",PHI
WR,"WR, PHI: B.Covey (NFC East, ID: 00-0037132)",PHI
WR,"WR, PHI: D.Allen (NFC East, ID: 00-0037039)",PHI
WR,"WR, PHI: D.Cain (NFC East, ID: 00-0034406)",PHI
WR,"WR, PHI: D.Smith (NFC East, ID: 00-0036912)",PHI
WR,"WR, PHI: G.Ward (NFC East, ID: 00-0033733)",PHI
WR,"WR, PHI: K.Wheatfall (NFC East, ID: 00-0037630)",PHI
WR,"WR, PHI: T.Cleveland (NFC East, ID: 00-0036439)",PHI
WR,"WR, PHI: T.Watkins (NFC East, ID: 00-0036271)",PHI
WR,"WR, PHI: Z.Pascal (NFC East, ID: 00-0033251)",PHI
WR,"WR, PIT: A.Miller (AFC North, ID: 00-0034353)",PIT
WR,"WR, PIT: C.Austin (AFC North, ID: 00-0037837)",PIT
WR,"WR, PIT: C.White (AFC North, ID: 00-0035891)",PIT
WR,"WR, PIT: D.Johnson (AFC North, ID: 00-0035216)",PIT
WR,"WR, PIT: G.Pickens (AFC North, ID: 00-0037247)",PIT
WR,"WR, PIT: J.Bradley (AFC North, ID: 00-0036110)",PIT
WR,"WR, PIT: J.Malone (AFC North, ID: 00-0033859)",PIT
WR,"WR, PIT: K.Olszewski (AFC North, ID: 00-0035645)",PIT
WR,"WR, PIT: M.Boykin (AFC North, ID: 00-0035703)",PIT
WR,"WR, PIT: S.Sims (AFC North, ID: 00-0034928)",PIT
WR,"WR, PIT: T.Snead (AFC North, ID: 00-0037646)",PIT
WR,"WR, PIT: T.Vaughns (AFC North, ID: 00-0036495)",PIT
WR,"WR, SF: A.Mack (NFC West, ID: 00-0035869)",SF
WR,"WR, SF: B.Aiyuk (NFC West, ID: 00-0036261)",SF
WR,"WR, SF: B.Jennings (NFC West, ID: 00-0036259)",SF
WR,"WR, SF: D.Gray (NFC West, ID: 00-0037828)",SF
WR,"WR, SF: D.Martin (NFC West, ID: 00-0037524)",SF
WR,"WR, SF: D.Newsome (NFC West, ID: 00-0036907)",SF
WR,"WR, SF: R.McCloud (NFC West, ID: 00-0034407)",SF
WR,"WR, SF: T.Mack (NFC West, ID: 00-0037523)",SF
WR,"WR, SF: T.Samuel (NFC West, ID: 00-0035719)",SF
WR,"WR, SF: T.Sharpe (NFC West, ID: 00-0032778)",SF
WR,"WR, SF: W.Snead (NFC West, ID: 00-0030663)",SF
WR,"WR, TB: B.Perriman (NFC South, ID: 00-0032054)",TB
WR,"WR, TB: D.Thompkins (NFC South, ID: 00-0037487)",TB
WR,"WR, TB: J.Howard (NFC South, ID: 00-0033261)",TB
WR,"WR, TB: K.Brown (NFC South, ID: 00-0037626)",TB
WR,"WR, TB: K.Geiger (NFC South, ID: 00-0037483)",TB
WR,"WR, TB: M.Evans (NFC South, ID: 00-0031408)",TB
WR,"WR, TB: Q.Jones (NFC South, ID: 00-0027944)",TB
WR,"WR, TB: R.Gage (NFC South, ID: 00-0034411)",TB
WR,"WR, TB: R.Godwin (NFC South, ID: 00-0033921)",TB
WR,"WR, TB: S.Miller (NFC South, ID: 00-0035298)",TB
WR,"WR, TB: T.Johnson (NFC South, ID: 00-0036427)",TB
Defense,"Defense, BAL (AFC North)",BAL
Defense,"Defense, BUF (AFC East)",BUF
Defense,"Defense, CLE (AFC North)",CLE
Defense,"Defense, DAL (NFC East)",DAL
Defense,"Defense, DET (NFC North)",DET
Defense,"Defense, GB (NFC North)",GB
Defense,"Defense, HOU (AFC South)",HOU
Defense,"Defense, KC (AFC West)",KC
Defense,"Defense, LA (NFC West)",LA
Defense,"Defense, MIA (AFC East)",MIA
Defense,"Defense, PHI (NFC East)",PHI
Defense,"Defense, PIT (AFC North)",PIT
Defense,"Defense, SF (NFC West)",SF
Defense,"Defense, TB (NFC South)",TB
