position,lookup_string,team_abbr
RB,"RB, PHI: B.Scott (NFC East, ID: 00-0034414)",PHI
RB,"RB, PHI: K.Brooks (NFC East, ID: 00-0037131)",PHI
RB,"RB, PHI: K.Gainwell (NFC East, ID: 00-0036919)",PHI
RB,"RB, PHI: M.Sanders (NFC East, ID: 00-0035243)",PHI
RB,"RB, PHI: T.Sermon (NFC East, ID: 00-0036984)",PHI
RB,"RB, PIT: A.McFarland (AFC North, ID: 00-0036336)",PIT
RB,"RB, PIT: B.Snell (AFC North, ID: 00-0035217)",PIT
RB,"RB, PIT: D.Watt (AFC North, ID: 00-0032897)",PIT
RB,"RB, PIT: F.Edmunds (AFC North, ID: 00-0033838)",PIT
RB,"RB, PIT: J.Huntley (AFC North, ID: 00-0036278)",PIT
RB,"RB, PIT: J.McNichols (AFC North, ID: 00-0033955)",PIT
RB,"RB, PIT: J.Warren (AFC North, ID: 00-0037228)",PIT
RB,"RB, PIT: M.Borghi (AFC North, ID: 00-0037389)",PIT
RB,"RB, PIT: M.Durant (AFC North, ID: 00-0037226)",PIT
RB,"RB, PIT: M.Teague (AFC North, ID: 00-0037111)",PIT
RB,"RB, PIT: N.Harris (AFC North, ID: 00-0036893)",PIT
RB,"RB, SF: C.McCaffrey (NFC West, ID: 00-0033280)",SF
RB,"RB, SF: E.Mitchell (NFC West, ID: 00-0036567)",SF
RB,"RB, SF: F.Gore (NFC West, ID: 00-0023500)",SF
RB,"RB, SF: J.Hokit (NFC West, ID: 00-0035807)",SF
RB,"RB, SF: J.Mason (NFC West, ID: 00-0037525)",SF
RB,"RB, SF: K.Juszczyk (NFC West, ID: 00-0029892)",SF
RB,"RB, SF: T.Coleman (NFC West, ID: 00-0032058)",SF
RB,"RB, SF: T.Davis-Price (NFC West, ID: 00-0037827)",SF
RB,"RB, TB: G.Bernard (NFC South, ID: 00-0030456)",TB
RB,"RB, TB: K.Barner (NFC South, ID: 00-0030465)",TB
RB,"RB, TB: K.Vaughn (NFC South, ID: 00-0036450)",TB
RB,"RB, TB: L.Fournette (NFC South, ID: 00-0033856)",TB
RB,"RB, TB: P.Laird (NFC South, ID: 00-0035342)",TB
RB,"RB, TB: R.White (NFC South, ID: 00-0037256)",TB
TE,"TE, BAL: B.Mason (AFC North, ID: 00-0036565)",BAL
TE,"TE, BAL: C.Kolar (AFC North, ID: 00-0038046)",BAL
TE,"TE, BAL: I.Likely (AFC North, ID: 00-0037838)",BAL
TE,"TE, BAL: J.Oliver (AFC North, ID: 00-0035249)",BAL
TE,"TE, BAL: M.Andrews (AFC North, ID: 00-0034753)",BAL
TE,"TE, BAL: N.Boyle (AFC North, ID: 00-0031598)",BAL
TE,"TE, BAL: T.Poljan (AFC North, ID: 00-0036583)",BAL
TE,"TE, BUF: D.Knox (AFC East, ID: 00-0035689)",BUF
TE,"TE, BUF: Q.Morris (AFC East, ID: 00-0036590)",BUF
TE,"TE, BUF: T.Sweeney (AFC East, ID: 00-0035308)",BUF
TE,"TE, BUF: Z.Davidson (AFC East, ID: 00-0036640)",BUF
TE,"TE, CLE: D.Njoku (AFC North, ID: 00-0033885)",CLE
TE,"TE, CLE: H.Bryant (AFC North, ID: 00-0036232)",CLE
TE,"TE, CLE: J.James (AFC North, ID: 00-0032135)",CLE
TE,"TE, CLE: M.Forristall (AFC North, ID: 00-0036692)",CLE
TE,"TE, CLE: M.Santos-Silva (AFC North, ID: 00-0037044)",CLE
TE,"TE, CLE: P.Brown (AFC North, ID: 00-0033439)",CLE
TE,"TE, CLE: Z.Mitchell-Paden (AFC North, ID: 00-0037340)",CLE
TE,"TE, DAL: D.Schultz (NFC East, ID: 00-0034383)",DAL
TE,"TE, DAL: I.Bunting (NFC East, ID: 00-0035067)",DAL
TE,"TE, DAL: J.Ferguson (NFC East, ID: 00-0038041)",DAL
TE,"TE, DAL: J.Sprinkle (NFC East, ID: 00-0033528)",DAL
TE,"TE, DAL: P.Hendershot (NFC East, ID: 00-0037569)",DAL
TE,"TE, DAL: S.Green (NFC East, ID: 00-0037455)",DAL
TE,"TE, DAL: S.McKeon (NFC East, ID: 00-0036032)",DAL
TE,"TE, DET: B.Wright (NFC North, ID: 00-0036754)",DET
TE,"TE, DET: D.Deese (NFC North, ID: 00-0037439)",DET
TE,"TE, DET: D.Funchess (NFC North, ID: 00-0032055)",DET
TE,"TE, DET: G.Griffin (NFC North, ID: 00-0033095)",DET
TE,"TE, DET: J.Mitchell (NFC North, ID: 00-0037282)",DET
TE,"TE, DET: N.Givan (NFC North, ID: 00-0037462)",DET
TE,"TE, DET: S.Zylstra (NFC North, ID: 00-0036534)",DET
TE,"TE, GB: A.Allen (NFC North, ID: 00-0037369)",GB
TE,"TE, GB: A.Mack (NFC North, ID: 00-0035309)",GB
TE,"TE, GB: J.Babicz (NFC North, ID: 00-0037359)",GB
TE,"TE, GB: J.Deguara (NFC North, ID: 00-0036332)",GB
TE,"TE, GB: M.Lewis (NFC North, ID: 00-0024243)",GB
TE,"TE, GB: N.Becker (NFC North, ID: 00-0035322)",GB
TE,"TE, GB: N.Guggemos (NFC North, ID: 00-0036489)",GB
TE,"TE, GB: R.Tonyan (NFC North, ID: 00-0033757)",GB
TE,"TE, GB: S.Beyer (NFC North, ID: 00-0036718)",GB
TE,"TE, GB: S.Cannella (NFC North, ID: 00-0037015)",GB
TE,"TE, GB: T.Davis (NFC North, ID: 00-0036250)",GB
TE,"TE, HOU: B.Jordan (AFC South, ID: 00-0036556)",HOU
TE,"TE, HOU: J.Akins (AFC South, ID: 00-0034364)",HOU
TE,"TE, HOU: M.Schreck (AFC South, ID: 00-0033798)",HOU
TE,"TE, HOU: N.Eubanks (AFC South, ID: 00-0036766)",HOU
TE,"TE, HOU: O.Howard (AFC South, ID: 00-0033879)",HOU
TE,"TE, HOU: T.Quitoriano (AFC South, ID: 00-0037277)",HOU
TE,"TE, KC: B.Bell (AFC West, ID: 00-0032062)",KC
TE,"TE, KC: J.Fortson (AFC West, ID: 00-0035547)",KC
TE,"TE, KC: J.Franks (AFC West, ID: 00-0034532)",KC
TE,"TE, KC: K.Blanton (AFC West, ID: 00-0035603)",KC
TE,"TE, KC: K.Oginni (AFC West, ID: 00-0037213)",KC
TE,"TE, KC: M.Bushman (AFC West, ID: 00-0036519)",KC
TE,"TE, KC: M.Vital (AFC West, ID: 00-0037036)",KC
TE,"TE, KC: N.Gray (AFC West, ID: 00-0036637)",KC
TE,"TE, KC: T.Kelce (AFC West, ID: 00-0030506)",KC
TE,"TE, LA: B.Hopkins (NFC West, ID: 00-0036424)",LA
TE,"TE, LA: J.Pettigrew (NFC West, ID: 00-0037059)",LA
TE,"TE, LA: J.Pinkney (NFC West, ID: 00-0035787)",LA
TE,"TE, LA: K.Markway (NFC West, ID: 00-0035817)",LA
TE,"TE, LA: R.Carter (NFC West, ID: 00-0037632)",LA
TE,"TE, LA: T.Higbee (NFC West, ID: 00-0033110)",LA
TE,"TE, MIA: A.Shaheen (AFC East, ID: 00-0033896)",MIA
TE,"TE, MIA: C.Carter (AFC East, ID: 00-0033338)",MIA
TE,"TE, MIA: D.Smythe (AFC East, ID: 00-0034798)",MIA
TE,"TE, MIA: H.Long (AFC East, ID: 00-0037004)",MIA
TE,"TE, MIA: M.Gesicki (AFC East, ID: 00-0034829)",MIA
TE,"TE, PHI: D.Goedert (NFC East, ID: 00-0034351)",PHI
TE,"TE, PHI: D.Keene (NFC East, ID: 00-0036225)",PHI
TE,"TE, PHI: G.Calcaterra (NFC East, ID: 00-0037086)",PHI
TE,"TE, PHI: J.Graham (NFC East, ID: 00-0034788)",PHI
TE,"TE, PHI: J.Stoll (NFC East, ID: 00-0036741)",PHI
TE,"TE, PHI: N.Togiai (NFC East, ID: 00-0036005)",PHI
TE,"TE, PHI: T.Jackson (NFC East, ID: 00-0035356)",PHI
TE,"TE, PIT: C.Heyward (AFC North, ID: 00-0037304)",PIT
TE,"TE, PIT: J.Rigg (AFC North, ID: 00-0037424)",PIT
TE,"TE, PIT: J.Sternberger (AFC North, ID: 00-0035671)",PIT
TE,"TE, PIT: P.Freiermuth (AFC North, ID: 00-0036894)",PIT
TE,"TE, PIT: R.Williams (AFC North, ID: 00-0037451)",PIT
TE,"TE, PIT: Z.Gentry (AFC North, ID: 00-0035222)",PIT
TE,"TE, SF: C.Woerner (NFC West, ID: 00-0036429)",SF
TE,"TE, SF: G.Kittle (NFC West, ID: 00-0033288)",SF
TE,"TE, SF: J.Matthews (NFC West, ID: 00-0031299)",SF
TE,"TE, SF: R.Dwelley (NFC West, ID: 00-0034073)",SF
TE,"TE, SF: T.Fumagalli (NFC West, ID: 00-0034393)",SF
TE,"TE, SF: T.Kroft (NFC West, ID: 00-0032214)",SF
TE,"TE, TB: B.Beise (NFC South, ID: 00-0037490)",TB
TE,"TE, TB: C.Brate (NFC South, ID: 00-0031273)",TB
TE,"TE, TB: C.McElroy (NFC South, ID: 00-0034735)",TB
TE,"TE, TB: C.Otton (NFC South, ID: 00-0038129)",TB
TE,"TE, TB: D.Wells (NFC South, ID: 00-0034575)",TB
TE,"TE, TB: J.Howland (NFC South, ID: 00-0037631)",TB
TE,"TE, TB: K.Kieft (NFC South, ID: 00-0037311)",TB
TE,"TE, TB: K.Rudolph (NFC South, ID: 00-0027981)",TB
WR,"WR, BAL: A.Isabella (AFC North, ID: 00-0035527)",BAL
WR,"WR, BAL: B.Gaither (AFC North, ID: 00-0036787)",BAL
WR,"WR, BAL: B.Victor (AFC North, ID: 00-0035819)",BAL
WR,"WR, BAL: D.Duvernay (AFC North, ID: 00-0036331)",BAL
WR,"WR, BAL: D.Jackson (AFC North, ID: 00-0026189)",BAL
WR,"WR, BAL: D.Robinson (AFC North, ID: 00-0032775)",BAL
WR,"WR, BAL: D.Williams (AFC North, ID: 00-0037187)",BAL
WR,"WR, BAL: J.Proche (AFC North, ID: 00-0036133)",BAL
WR,"WR, BAL: M.Thomas (AFC North, ID: 00-0033114)",BAL
WR,"WR, BAL: R.Bateman (AFC North, ID: 00-0036550)",BAL
WR,"WR, BAL: S.Bolden (AFC North, ID: 00-0037173)",BAL
WR,"WR, BAL: S.Bridges (AFC North, ID: 00-0037174)",BAL
WR,"WR, BAL: S.Watkins (AFC North, ID: 00-0031325)",BAL
WR,"WR, BAL: T.Black (AFC North, ID: 00-0036491)",BAL
WR,"WR, BAL: T.Clark (AFC North, ID: 00-0037176)",BAL
WR,"WR, BAL: T.Wallace (AFC North, ID: 00-0036630)",BAL
WR,"WR, BUF: A.Gentry (AFC East, ID: 00-0033633)",BUF
WR,"WR, BUF: C.Beasley (AFC East, ID: 00-0029000)",BUF
WR,"WR, BUF: D.Patmon (AFC East, ID: 00-0036228)",BUF
WR,"WR, BUF: G.Davis (AFC East, ID: 00-0036196)",BUF
WR,"WR, BUF: I.Coulter (AFC East, ID: 00-0036308)",BUF
WR,"WR, BUF: I.McKenzie (AFC East, ID: 00-0033466)",BUF
WR,"WR, BUF: J.Brown (AFC East, ID: 00-0031051)",BUF
WR,"WR, BUF: J.Crowder (AFC East, ID: 00-0031941)",BUF
WR,"WR, BUF: J.Kumerow (AFC East, ID: 00-0031787)",BUF
WR,"WR, BUF: K.Johnson (AFC East, ID: 00-0035287)",BUF
WR,"WR, BUF: K.Shakir (AFC East, ID: 00-0037261)",BUF
WR,"WR, BUF: N.Pau'u (AFC East, ID: 00-0037434)",BUF
WR,"WR, BUF: S.Diggs (AFC East, ID: 00-0031588)",BUF
WR,"WR, BUF: T.Austin (AFC East, ID: 00-0030525)",BUF
WR,"WR, CLE: A.Cooper (AFC North, ID: 00-0031544)",CLE
WR,"WR, CLE: A.Schwartz (AFC North, ID: 00-0036999)",CLE
WR,"WR, CLE: C.Grayson (AFC North, ID: 00-0033215)",CLE
WR,"WR, CLE: C.Rogers (AFC North, ID: 00-0032355)",CLE
WR,"WR, CLE: D.Baldwin (AFC North, ID: 00-0038147)",CLE
WR,"WR, CLE: D.Bell (AFC North, ID: 00-0037257)",CLE
WR,"WR, CLE: D.Peoples-Jones (AFC North, ID: 00-0036233)",CLE
WR,"WR, CLE: I.Weston (AFC North, ID: 00-0037343)",CLE
WR,"WR, CLE: J.Darden (AFC North, ID: 00-0036877)",CLE
WR,"WR, CLE: J.Grant (AFC North, ID: 00-0032791)",CLE
WR,"WR, CLE: M.Harley (AFC North, ID: 00-0037334)",CLE
WR,"WR, CLE: M.Stevenson (AFC North, ID: 00-0036571)",CLE
WR,"WR, CLE: M.Woods (AFC North, ID: 00-0037300)",CLE
WR,"WR, CLE: T.Harris (AFC North, ID: 00-0037335)",CLE
WR,"WR, DAL: A.Callaway (NFC East, ID: 00-0034772)",DAL
WR,"WR, DAL: B.Smith (NFC East, ID: 00-0036775)",DAL
WR,"WR, DAL: C.Lamb (NFC East, ID: 00-0036358)",DAL
WR,"WR, DAL: D.Drummond (NFC East, ID: 00-0037564)",DAL
WR,"WR, DAL: D.Houston (NFC East, ID: 00-0037570)",DAL
WR,"WR, DAL: E.Hilton (NFC East, ID: 00-0029608)",DAL
WR,"WR, DAL: J.Tolbert (NFC East, ID: 00-0037666)",DAL
WR,"WR, DAL: K.Turpin (NFC East, ID: 00-0037801)",DAL
WR,"WR, DAL: M.Gallup (NFC East, ID: 00-0034764)",DAL
WR,"WR, DAL: N.Brown (NFC East, ID: 00-0033591)",DAL
WR,"WR, DAL: S.Fehoko (NFC East, ID: 00-0036646)",DAL
WR,"WR, DAL: T.Vasher (NFC East, ID: 00-0036776)",DAL
WR,"WR, DET: A.St. Brown (NFC North, ID: 00-0036963)",DET
WR,"WR, DET: B.Zylstra (NFC North, ID: 00-0034052)",DET
WR,"WR, DET: C.Sutton (NFC North, ID: 00-0037444)",DET
WR,"WR, DET: D.Chark (NFC North, ID: 00-0034777)",DET
WR,"WR, DET: J.Johnson (NFC North, ID: 00-0037442)",DET
WR,"WR, DET: J.Reynolds (NFC North, ID: 00-0033943)",DET
WR,"WR, DET: J.Williams (NFC North, ID: 00-0037240)",DET
WR,"WR, DET: K.Raymond (NFC North, ID: 00-0032464)",DET
WR,"WR, DET: M.Alexander (NFC North, ID: 00-0037708)",DET
WR,"WR, DET: Q.Cephus (NFC North, ID: 00-0036277)",DET
WR,"WR, DET: S.Berryhill (NFC North, ID: 00-0037581)",DET
WR,"WR, DET: T.Benson (NFC North, ID: 00-0034930)",DET
WR,"WR, DET: T.Kennedy (NFC North, ID: 00-0035544)",DET
WR,"WR, GB: A.Lazard (NFC North, ID: 00-0034521)",GB
WR,"WR, GB: B.Melton (NFC North, ID: 00-0037091)",GB
WR,"WR, GB: C.Watson (NFC North, ID: 00-0038124)",GB
WR,"WR, GB: D.Davis (NFC North, ID: 00-0037119)",GB
WR,"WR, GB: D.Westbrook (NFC North, ID: 00-0033839)",GB
WR,"WR, GB: I.Hyman (NFC North, ID: 00-0034922)",GB
WR,"WR, GB: J.Cotton (NFC North, ID: 00-0035901)",GB
WR,"WR, GB: J.Winfree (NFC North, ID: 00-0035593)",GB
WR,"WR, GB: O.Mitchell (NFC North, ID: 00-0036773)",GB
WR,"WR, GB: R.Cobb (NFC North, ID: 00-0028002)",GB
WR,"WR, GB: R.Doubs (NFC North, ID: 00-0037816)",GB
WR,"WR, GB: R.Gafford (NFC North, ID: 00-0034660)",GB
WR,"WR, GB: S.Toure (NFC North, ID: 00-0037098)",GB
WR,"WR, GB: T.Fulgham (NFC North, ID: 00-0035592)",GB
WR,"WR, HOU: A.Bachman (AFC South, ID: 00-0035602)",HOU
WR,"WR, HOU: A.Rodgers (AFC South, ID: 00-0036991)",HOU
WR,"WR, HOU: B.Cooks (AFC South, ID: 00-0031236)",HOU
WR,"WR, HOU: C.Beebe (AFC South, ID: 00-0034309)",HOU
WR,"WR, HOU: C.Moore (AFC South, ID: 00-0032398)",HOU
WR,"WR, HOU: D.Davis (AFC South, ID: 00-0035101)",HOU
WR,"WR, HOU: D.Estrada (AFC South, ID: 00-0037454)",HOU
WR,"WR, HOU: D.Montgomery (AFC South, ID: 00-0035045)",HOU
WR,"WR, HOU: J.Camp (AFC South, ID: 00-0036858)",HOU
WR,"WR, HOU: J.Johnson (AFC South, ID: 00-0037460)",HOU
WR,"WR, HOU: J.Metchie (AFC South, ID: 00-0037614)",HOU
WR,"WR, HOU: M.Turner (AFC South, ID: 00-0034867)",HOU
WR,"WR, HOU: M.Young (AFC South, ID: 00-0037409)",HOU
